,index,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,transactions,hours,messaging,error,special_hours
109,114,UQ3cGi3GdBljE3i2_qLcBQ,artopolis-chicago,Artopolis,https://s3-media2.fl.yelpcdn.com/bphoto/Pzp_Ch4s7aJ6qkv0YLdamQ/o.jpg,True,False,https://www.yelp.com/biz/artopolis-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13125599000.0,(312) 559-9000,911.0,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'address1': '306 S Halsted St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60661', 'country': 'US', 'state': 'IL', 'display_address': ['306 S Halsted St', 'Chicago, IL 60661'], 'cross_streets': 'Gladys Ave & Jackson Blvd'}","{'latitude': 41.877632, 'longitude': -87.647546}","['https://s3-media2.fl.yelpcdn.com/bphoto/Pzp_Ch4s7aJ6qkv0YLdamQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/a6ErMv3kunZEbLwFdqx-jA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/skTb5sqoi5ALaTbC3DwutA/o.jpg']",$$,"['delivery', 'pickup']","[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
110,115,DXwSYgiXqIVNdO9dazel6w,pequods-pizzeria-chicago,Pequod's Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/8QJUNblfCI0EDhOjuIWJ4A/o.jpg,True,False,https://www.yelp.com/biz/pequods-pizzeria-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,17733271512.0,(773) 327-1512,6384.0,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'address1': '2207 N Clybourn Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2207 N Clybourn Ave', 'Chicago, IL 60614'], 'cross_streets': 'Webster Ave & Greenview Ave'}","{'latitude': 41.92187, 'longitude': -87.664486}","['https://s3-media1.fl.yelpcdn.com/bphoto/8QJUNblfCI0EDhOjuIWJ4A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/tfIm16Lla3Fvcu_PHkdETA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/jlB3XA4XnnoU6omD9TSk5Q/o.jpg']",$$,"['restaurant_reservation', 'delivery']","[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,"[{'date': '2021-11-25', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2021-11-26', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2021-12-24', 'is_closed': None, 'start': '1100', 'end': '0000', 'is_overnight': False}, {'date': '2021-12-25', 'is_closed': None, 'start': '1100', 'end': '0000', 'is_overnight': False}]"
111,116,N7juvW8YoFIj7sEBzVF8GQ,simply-pasteur-chicago,Simply Pasteur,https://s3-media2.fl.yelpcdn.com/bphoto/-qVIOjC68YcBOGqGGWL-xA/o.jpg,True,False,https://www.yelp.com/biz/simply-pasteur-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,17738375542.0,(773) 837-5542,987.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'address1': '5525 N Broadway', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60640', 'country': 'US', 'state': 'IL', 'display_address': ['5525 N Broadway', 'Chicago, IL 60640'], 'cross_streets': ''}","{'latitude': 41.982574, 'longitude': -87.6597604}","['https://s3-media2.fl.yelpcdn.com/bphoto/-qVIOjC68YcBOGqGGWL-xA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/7Ff6qdg6OayhL7cb5MPHsg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/RYf0yslRRX7mXiUf81iOog/o.jpg']",$$,"['delivery', 'pickup']","[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
112,117,cQnY_VneZisfUAqcbuEuKg,nuevo-leon-restaurant-chicago,Nuevo Leon Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/xl_0HwFbjPkXmylosmXafg/o.jpg,True,True,https://www.yelp.com/biz/nuevo-leon-restaurant-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13124211517.0,(312) 421-1517,1018.0,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'address1': '1515 W 18th St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60608', 'country': 'US', 'state': 'IL', 'display_address': ['1515 W 18th St', 'Chicago, IL 60608'], 'cross_streets': 'Ashland Ave & Laflin St'}","{'latitude': 41.85756, 'longitude': -87.66434}","['https://s3-media2.fl.yelpcdn.com/bphoto/xl_0HwFbjPkXmylosmXafg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/1da9Lmat7YHgwQt97pr-4A/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/MgbYSAoo-j0fP8fMzYiE8A/o.jpg']",$,[],"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
113,118,LlHEzxQTiiLJokn2tli35A,graham-elliot-chicago,Graham Elliot,https://s3-media3.fl.yelpcdn.com/bphoto/dp6lMNCsKbPAC524dAUX9w/o.jpg,True,True,https://www.yelp.com/biz/graham-elliot-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13126249975.0,(312) 624-9975,659.0,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'address1': '217 W Huron St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['217 W Huron St', 'Chicago, IL 60654'], 'cross_streets': ''}","{'latitude': 41.89455, 'longitude': -87.635208}","['https://s3-media3.fl.yelpcdn.com/bphoto/dp6lMNCsKbPAC524dAUX9w/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/WcfvXlk-2hlQWivuY8Df5A/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/ZCnE9B8z9SnWMNUFZrjOgw/o.jpg']",$$$$,[],"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",,,
114,119,AqgG-1aD6JYj9D6OmBWO3w,frontera-grill-chicago,Frontera Grill,https://s3-media1.fl.yelpcdn.com/bphoto/0Dsi6gQr5igNtQLwjCZPwQ/o.jpg,True,False,https://www.yelp.com/biz/frontera-grill-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13126611434.0,(312) 661-1434,2312.0,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,"{'address1': '445 N Clark St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['445 N Clark St', 'Chicago, IL 60654'], 'cross_streets': ''}","{'latitude': 41.8905699, 'longitude': -87.63079}","['https://s3-media1.fl.yelpcdn.com/bphoto/0Dsi6gQr5igNtQLwjCZPwQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/Zsq6qhc77w2zvF3xEj3Rcg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/pwIWOOXhltyv3y4fa6tVTw/o.jpg']",$$$,"['delivery', 'pickup']","[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
115,120,XgGUnYs2bjbbNvBefFtWxA,the-pasta-bowl-chicago,The Pasta Bowl,https://s3-media2.fl.yelpcdn.com/bphoto/rtK3iyEjfI5Aq9ryjIQOCg/o.jpg,True,False,https://www.yelp.com/biz/the-pasta-bowl-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,17735252695.0,(773) 525-2695,960.0,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'address1': '2434 N Clark St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2434 N Clark St', 'Chicago, IL 60614'], 'cross_streets': 'Arlington Pl & Fullerton Ave'}","{'latitude': 41.92638, 'longitude': -87.641448}","['https://s3-media2.fl.yelpcdn.com/bphoto/rtK3iyEjfI5Aq9ryjIQOCg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/97ucBJKFiZXf66xbluP9Kg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/JROjyaKepOVVqr-wjLBybg/o.jpg']",$$,"['pickup', 'delivery']","[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
116,121,NYhIkpTi4ffmkAu4o2aKuA,opart-thai-house-restaurant-chicago,Opart Thai House Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/5ZBSCpQ4HynkXmJbDRU3hA/o.jpg,True,True,https://www.yelp.com/biz/opart-thai-house-restaurant-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,17739898517.0,(773) 989-8517,655.0,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'address1': '4658 N Western Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60625', 'country': 'US', 'state': 'IL', 'display_address': ['4658 N Western Ave', 'Chicago, IL 60625'], 'cross_streets': 'Leland Ave'}","{'latitude': 41.9665782, 'longitude': -87.6889649}","['https://s3-media3.fl.yelpcdn.com/bphoto/5ZBSCpQ4HynkXmJbDRU3hA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/zkC5tHnoQhupsn5d_f2igw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/4t6QbtXUBkN9-s-hWIV6jw/o.jpg']",$$,"['delivery', 'pickup']","[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
117,122,o54U2VkQama8FI30qDkWvw,chicago-diner-chicago-3,Chicago Diner,https://s3-media3.fl.yelpcdn.com/bphoto/Bpjzowokm3rP7u7-MEktZw/o.jpg,True,False,https://www.yelp.com/biz/chicago-diner-chicago-3?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,17739356696.0,(773) 935-6696,2120.0,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'address1': '3411 N Halsted St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60657', 'country': 'US', 'state': 'IL', 'display_address': ['3411 N Halsted St', 'Chicago, IL 60657'], 'cross_streets': 'Roscoe St & Newport Ave'}","{'latitude': 41.94402, 'longitude': -87.64904}","['https://s3-media3.fl.yelpcdn.com/bphoto/Bpjzowokm3rP7u7-MEktZw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/f_2f6EUJnrK7ocZgrt78rQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/gPv7JP6DwlBxmD7fLNgzDg/o.jpg']",$$,['delivery'],"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
118,123,7mCeefskNUtOkzxt_MLHKA,3rd-coast-cafe-chicago-3,3rd Coast Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/mXEHG2w_1QqIVIBwaZ8H1w/o.jpg,True,False,https://www.yelp.com/biz/3rd-coast-cafe-chicago-3?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13126490730.0,(312) 649-0730,637.0,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'address1': '1260 N Dearborn St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60610', 'country': 'US', 'state': 'IL', 'display_address': ['1260 N Dearborn St', 'Chicago, IL 60610'], 'cross_streets': 'Goethe St & Division St'}","{'latitude': 41.90565, 'longitude': -87.63047}","['https://s3-media3.fl.yelpcdn.com/bphoto/mXEHG2w_1QqIVIBwaZ8H1w/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/roK43GGhAqXbQwsvNvKKjQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/F_n_8pSA1G0lw5QbgyejWA/o.jpg']",$$,"['delivery', 'pickup']","[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'url': 'https://www.yelp.com/raq/7mCeefskNUtOkzxt_MLHKA?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ#popup%3Araq', 'use_case_text': 'Message the Business'}",,
119,124,8d_DiHWB-pjBVW3a7D8EWg,sunda-chicago-chicago,Sunda Chicago,https://s3-media2.fl.yelpcdn.com/bphoto/5_5ylcpL7gC4tqN5m2CcuQ/o.jpg,True,False,https://www.yelp.com/biz/sunda-chicago-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13126440500.0,(312) 644-0500,2836.0,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'address1': '110 W Illinois St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['110 W Illinois St', 'Chicago, IL 60654'], 'cross_streets': ''}","{'latitude': 41.8909469, 'longitude': -87.6317244}","['https://s3-media2.fl.yelpcdn.com/bphoto/5_5ylcpL7gC4tqN5m2CcuQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/MS3sOt400IMnqOvGEFOk6A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/mGI9pkuLrAoScVSEJl3yVQ/o.jpg']",$$$,"['pickup', 'delivery']","[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
120,125,DBtXy8wcPsVr80oFfz-CbA,nana-chicago,Nana,https://s3-media3.fl.yelpcdn.com/bphoto/WdAtHEn9UBlzW9UWxSNakg/o.jpg,True,False,https://www.yelp.com/biz/nana-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13129292486.0,(312) 929-2486,1113.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'address1': '3267 S Halsted St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60608', 'country': 'US', 'state': 'IL', 'display_address': ['3267 S Halsted St', 'Chicago, IL 60608'], 'cross_streets': '33rd St & 32nd St'}","{'latitude': 41.834550484255, 'longitude': -87.6460413707298}","['https://s3-media3.fl.yelpcdn.com/bphoto/WdAtHEn9UBlzW9UWxSNakg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/QpbHOxZwSyTqT3p9DxK-kw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/FGYTZNF1bTq0cRPTEPECYw/o.jpg']",$$,['delivery'],"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
121,126,Pcg4FtfbvSMMwrYuE1yVjQ,mastros-steakhouse-chicago,Mastro's Steakhouse,https://s3-media1.fl.yelpcdn.com/bphoto/eJgg2DXs7C6JwmaOdYQ9TQ/o.jpg,True,False,https://www.yelp.com/biz/mastros-steakhouse-chicago?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,13125215100.0,(312) 521-5100,1286.0,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'address1': '520 N Dearborn St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['520 N Dearborn St', 'Chicago, IL 60654'], 'cross_streets': ''}","{'latitude': 41.8914200867251, 'longitude': -87.6299571990967}","['https://s3-media1.fl.yelpcdn.com/bphoto/eJgg2DXs7C6JwmaOdYQ9TQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/-dkfugHELGwOJ-x7Xlr8pg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/FGjX09v-SSat-BFaOsLmHQ/o.jpg']",$$$$,"['delivery', 'pickup']","[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'url': 'https://www.yelp.com/raq/Pcg4FtfbvSMMwrYuE1yVjQ?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ#popup%3Araq', 'use_case_text': 'Message the Business'}",,"[{'date': '2021-05-09', 'is_closed': None, 'start': '1300', 'end': '2100', 'is_overnight': False}]"
122,127,JDNZxz0ud7zhuPo5pqznMA,demera-ethiopian-restaurant-chicago-2,Demera Ethiopian Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/cXJ01guAKcHSkbfxUtO_VA/o.jpg,True,False,https://www.yelp.com/biz/demera-ethiopian-restaurant-chicago-2?adjust_creative=vDSb58llR471-zVk0JXmlQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=vDSb58llR471-zVk0JXmlQ,17733348787.0,(773) 334-8787,1092.0,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",4.0,"{'address1': '4801 N Broadway St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60640', 'country': 'US', 'state': 'IL', 'display_address': ['4801 N Broadway St', 'Chicago, IL 60640'], 'cross_streets': 'Gunnison St & Racine Ave'}","{'latitude': 41.96918, 'longitude': -87.65931}","['https://s3-media3.fl.yelpcdn.com/bphoto/cXJ01guAKcHSkbfxUtO_VA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/1CQQqVTshbgKNdcQ0afWhQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/XYEZte1MlxiSX67HCMe5CQ/o.jpg']",$$,"['delivery', 'pickup']","[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
